codigo_1;sigla_1;asignatura_1;codigo_2;sigla_2;asignatura_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;0;1;0,1471;0,4518;0,3047
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;0;0;0,0270;0,3312;0,3042
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0219;0,3253;0,3034
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0060;0,3073;0,3013
101526;FF;FUNDAMENTOS DE FÍSICA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0026;0,3001;0,2975
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0352;0,3317;0,2965
101524;QA;QUÍMICA AMBIENTAL;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0078;0,3034;0,2956
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0057;0,3013;0,2956
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;660007;EDAF;EDAFOLOGÍA;0;0;0,0027;0,2983;0,2956
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;0;0;0,0069;0,2995;0,2926
101521;E;ECOLOGÍA;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0428;0,3346;0,2918
101520;FB;FUNDAMENTOS DE BIOLOGÍA;660006;GEO;GEOLOGÍA;0;0;0,0183;0,3082;0,2899
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0036;0,2934;0,2898
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0201;0,3076;0,2875
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0091;0,2965;0,2874
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0075;0,2947;0,2872
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0429;0,3291;0,2862
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0676;0,3534;0,2858
101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0110;0,2966;0,2856
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0277;0,3132;0,2855
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;660007;EDAF;EDAFOLOGÍA;0;1;0,1274;0,4121;0,2847
101529;EA;ECONOMÍA AMBIENTAL;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0077;0,2907;0,2830
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0223;0,3041;0,2818
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0313;0,3129;0,2816
101526;FF;FUNDAMENTOS DE FÍSICA;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0007;0,2821;0,2814
101529;EA;ECONOMÍA AMBIENTAL;101546;EA;EDUCACIÓN AMBIENTAL;0;0;0,0223;0,3029;0,2806
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0068;0,2831;0,2763
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0046;0,2801;0,2755
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0204;0,2952;0,2748
660007;EDAF;EDAFOLOGÍA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0033;0,2776;0,2743
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;660006;GEO;GEOLOGÍA;0;0;0,0211;0,2947;0,2736
101526;FF;FUNDAMENTOS DE FÍSICA;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0098;0,2821;0,2723
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0311;0,3031;0,2720
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0065;0,2764;0,2699
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0046;0,2740;0,2694
101523;FQ;FUNDAMENTOS DE QUÍMICA;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0113;0,2739;0,2626
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0134;0,2759;0,2625
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0099;0,2719;0,2620
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;660007;EDAF;EDAFOLOGÍA;0;0;0,0082;0,2680;0,2598
101521;E;ECOLOGÍA;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0469;0,3064;0,2595
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0273;0,2868;0,2595
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0275;0,2861;0,2586
101555;EV;ECOFISIOLOGÍA VEGETAL;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;0;0;0,0692;0,3275;0,2583
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0005;0,2582;0,2577
101529;EA;ECONOMÍA AMBIENTAL;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0146;0,2722;0,2576
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0184;0,2759;0,2575
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0321;0,2895;0,2574
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0496;0,3062;0,2566
101523;FQ;FUNDAMENTOS DE QUÍMICA;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;1;0,0048;0,2609;0,2561
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0071;0,2627;0,2556
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0234;0,2789;0,2555
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0093;0,2628;0,2535
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0088;0,2623;0,2535
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0344;0,2878;0,2534
101557;GCP;GESTIÓN DE CAZA Y PESCA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0425;0,2956;0,2531
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101544;CA;CARTOGRAFÍA APLICADA;0;0;0,0422;0,2951;0,2529
101549;GE;GESTIÓN DE ECOSISTEMAS;660007;EDAF;EDAFOLOGÍA;0;0;0,0232;0,2746;0,2514
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0219;0,2732;0,2513
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101532;BIA;BASES DE INGENIERIA AMBIENTAL;0;0;0,0319;0,2813;0,2494
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101544;CA;CARTOGRAFÍA APLICADA;0;0;0,0249;0,2742;0,2493
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101547;CE;CALIDAD Y EMPRESA;0;0;0,0163;0,2640;0,2477
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0121;0,2591;0,2470
101522;MICRO;MICROBIOLOGÍA;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0603;0,3063;0,2460
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101545;EST;ESTADÍSTICA;0;0;0,0062;0,2521;0,2459
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0201;0,2656;0,2455
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101522;MICRO;MICROBIOLOGÍA;0;0;0,1206;0,3645;0,2439
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0062;0,2496;0,2434
101529;EA;ECONOMÍA AMBIENTAL;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0312;0,2735;0,2423
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0176;0,2590;0,2414
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0174;0,2588;0,2414
101526;FF;FUNDAMENTOS DE FÍSICA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0072;0,2481;0,2409
101549;GE;GESTIÓN DE ECOSISTEMAS;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0090;0,2497;0,2407
101555;EV;ECOFISIOLOGÍA VEGETAL;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0079;0,2470;0,2391
101524;QA;QUÍMICA AMBIENTAL;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,1037;0,3420;0,2383
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0145;0,2518;0,2373
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;0;0;0,0000;0,2373;0,2373
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;0;0;0,0629;0,2993;0,2364
101520;FB;FUNDAMENTOS DE BIOLOGÍA;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;0;0;0,0175;0,2532;0,2357
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0036;0,2389;0,2353
101529;EA;ECONOMÍA AMBIENTAL;660006;GEO;GEOLOGÍA;0;0;0,0040;0,2391;0,2351
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101556;BA;BIOTECNOLOGÍA AMBIENTAL;0;0;0,0379;0,2726;0,2347
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0045;0,2356;0,2311
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0294;0,2604;0,2310
101523;FQ;FUNDAMENTOS DE QUÍMICA;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0034;0,2337;0,2303
101546;EA;EDUCACIÓN AMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0209;0,2501;0,2292
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0240;0,2524;0,2284
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;0;0;0,0046;0,2324;0,2278
101547;CE;CALIDAD Y EMPRESA;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0070;0,2342;0,2272
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0240;0,2498;0,2258
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0408;0,2646;0,2238
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0150;0,2385;0,2235
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;101544;CA;CARTOGRAFÍA APLICADA;0;0;0,0188;0,2409;0,2221
101526;FF;FUNDAMENTOS DE FÍSICA;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;0;0;0,0146;0,2359;0,2213
101544;CA;CARTOGRAFÍA APLICADA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0213;0,2423;0,2210
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0043;0,2250;0,2207
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;0;0;0,0079;0,2285;0,2206
101521;E;ECOLOGÍA;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0594;0,2797;0,2203
101524;QA;QUÍMICA AMBIENTAL;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;0;1;0,1642;0,3842;0,2200
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0081;0,2263;0,2182
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0119;0,2281;0,2162
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0047;0,2198;0,2151
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;0;0;0,0185;0,2334;0,2149
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;0;0;0,0108;0,2254;0,2146
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,0216;0,2361;0,2145
101555;EV;ECOFISIOLOGÍA VEGETAL;660006;GEO;GEOLOGÍA;0;0;0,0151;0,2271;0,2120
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0225;0,2336;0,2111
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0105;0,2205;0,2100
101524;QA;QUÍMICA AMBIENTAL;660006;GEO;GEOLOGÍA;0;0;0,0515;0,2595;0,2080
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;0;0;0,0071;0,2149;0,2078
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101557;GCP;GESTIÓN DE CAZA Y PESCA;0;0;0,0327;0,2384;0,2057
101523;FQ;FUNDAMENTOS DE QUÍMICA;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0143;0,2200;0,2057
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0167;0,2223;0,2056
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0190;0,2229;0,2039
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;0;0;0,0083;0,2122;0,2039
101532;BIA;BASES DE INGENIERIA AMBIENTAL;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;0;0;0,0055;0,2090;0,2035
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101546;EA;EDUCACIÓN AMBIENTAL;0;0;0,0193;0,2226;0,2033
101556;BA;BIOTECNOLOGÍA AMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0372;0,2402;0,2030
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;660006;GEO;GEOLOGÍA;0;0;0,0082;0,2112;0,2030
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101549;GE;GESTIÓN DE ECOSISTEMAS;0;0;0,0125;0,2151;0,2026
101549;GE;GESTIÓN DE ECOSISTEMAS;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0420;0,2431;0,2011
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;101555;EV;ECOFISIOLOGÍA VEGETAL;0;0;0,0066;0,2076;0,2010
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0158;0,2157;0,1999
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;660006;GEO;GEOLOGÍA;0;0;0,0115;0,2114;0,1999
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;660007;EDAF;EDAFOLOGÍA;0;0;0,0813;0,2810;0,1997
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0244;0,2236;0,1992
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0403;0,2393;0,1990
101521;E;ECOLOGÍA;660007;EDAF;EDAFOLOGÍA;0;0;0,0695;0,2683;0,1988
101523;FQ;FUNDAMENTOS DE QUÍMICA;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;0;0;0,0103;0,2087;0,1984
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,0126;0,2096;0,1970
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;0;0;0,0178;0,2139;0,1961
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;0;0;0,0096;0,2056;0,1960
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;0;0;0,0063;0,2012;0,1949
101529;EA;ECONOMÍA AMBIENTAL;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;0;0;0,0181;0,2124;0,1943
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;0;0;0,0099;0,2016;0,1917
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;0;0;0,0159;0,2054;0,1895
101557;GCP;GESTIÓN DE CAZA Y PESCA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0141;0,1991;0,1850
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0204;0,2037;0,1833
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;660006;GEO;GEOLOGÍA;0;0;0,0145;0,1977;0,1832
101526;FF;FUNDAMENTOS DE FÍSICA;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0023;0,1855;0,1832
101546;EA;EDUCACIÓN AMBIENTAL;101547;CE;CALIDAD Y EMPRESA;0;0;0,0357;0,2182;0,1825
101521;E;ECOLOGÍA;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;0;0;0,0254;0,2075;0,1821
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0208;0,2026;0,1818
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0134;0,1944;0,1810
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;660007;EDAF;EDAFOLOGÍA;0;0;0,0005;0,1810;0,1805
101521;E;ECOLOGÍA;101526;FF;FUNDAMENTOS DE FÍSICA;0;0;0,0132;0,1922;0,1790
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;660006;GEO;GEOLOGÍA;0;0;0,0173;0,1951;0,1778
101544;CA;CARTOGRAFÍA APLICADA;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;0;0;0,0458;0,2231;0,1773
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;0;0;0,0095;0,1845;0,1750
101526;FF;FUNDAMENTOS DE FÍSICA;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;0;0;0,0134;0,1883;0,1749
101563;FA;FISICOQUÍMICA DE AGUAS;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;0;0;0,0034;0,1778;0,1744
101544;CA;CARTOGRAFÍA APLICADA;101547;CE;CALIDAD Y EMPRESA;0;0;0,0304;0,2014;0,1710
101524;QA;QUÍMICA AMBIENTAL;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;0;0;0,0190;0,1899;0,1709
101521;E;ECOLOGÍA;101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;0;0;0,0249;0,1952;0,1703
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;660006;GEO;GEOLOGÍA;0;1;0,0153;0,1847;0,1694
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0091;0,1775;0,1684
101521;E;ECOLOGÍA;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;0;0;0,0223;0,1906;0,1683
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0081;0,1755;0,1674
101547;CE;CALIDAD Y EMPRESA;101563;FA;FISICOQUÍMICA DE AGUAS;0;0;0,0135;0,1788;0,1653
101547;CE;CALIDAD Y EMPRESA;660007;EDAF;EDAFOLOGÍA;0;0;0,0109;0,1756;0,1647
