codigo_1;sigla_1;asignatura_1;curso_1;cuatrimestre_1;codigo_2;sigla_2;asignatura_2;curso_2;cuatrimestre_2;coordinacion_explicita;dependencia_normativa;coseno_tfidf;similitud_lsa;delta_semantico;u_confluencia;u_solapamiento_sincronico;u_solapamiento_diacronico
101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0086;0,4398;0,4312;0,8624;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101563;FA;FISICOQUÍMICA DE AGUAS;4;2C;0;0;0,0168;0,4474;0,4306;0,8612;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;1;1;0,0949;0,5250;0,4301;0,8602;0,2245;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0483;0,4775;0,4292;0,8584;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;0;0;0,0340;0,4618;0,4278;0,8556;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;0;0;0,0139;0,4415;0,4276;0,8552;0,0000;0,0000
101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0155;0,4425;0,4270;0,8540;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101546;EA;EDUCACIÓN AMBIENTAL;4;1C;0;0;0,0620;0,4887;0,4267;0,8534;0,0600;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;0;0;0,0668;0,4906;0,4238;0,8476;0,0000;0,0000
101544;CA;CARTOGRAFÍA APLICADA;1;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0197;0,4420;0,4223;0,8446;0,0000;0,0000
101535;CSPROAI;CONTAMINACIÓN DE LOS SUELOS POR RESIDUOS ORGÁNICOS, AGRÍCOLAS E INDUSTRIALES;3;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0817;0,5028;0,4211;0,8422;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0000;0,4205;0,4205;0,8410;0,0000;0,0000
101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0983;0,5181;0,4198;0,8396;0,0000;0,2415
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0172;0,4367;0,4195;0,8390;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;0;0;0,0222;0,4414;0,4192;0,8384;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0051;0,4228;0,4177;0,8354;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0222;0,4394;0,4172;0,8344;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0282;0,4444;0,4162;0,8324;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0070;0,4226;0,4156;0,8312;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0069;0,4213;0,4144;0,8288;0,0000;0,0000
660006;GEO;GEOLOGÍA;1;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0831;0,4953;0,4122;0,8244;0,0000;0,1655
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;0;0;0,0160;0,4270;0,4110;0,8220;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0099;0,4204;0,4105;0,8210;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0074;0,4166;0,4092;0,8184;0,0000;0,0000
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0107;0,4197;0,4090;0,8180;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0071;0,4149;0,4078;0,8156;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;0;0;0,0423;0,4498;0,4075;0,8150;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0228;0,4293;0,4065;0,8130;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0015;0,4072;0,4057;0,8114;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0140;0,4147;0,4007;0,8014;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0032;0,4037;0,4005;0,8010;0,0000;0,0000
101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0102;0,4091;0,3989;0,7978;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;0;0;0,0090;0,4071;0,3981;0,7962;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0148;0,4127;0,3979;0,7958;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0233;0,4202;0,3969;0,7938;0,0000;0,0000
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0206;0,4167;0,3961;0,7922;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0483;0,4421;0,3938;0,7876;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0076;0,4012;0,3936;0,7872;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0161;0,4092;0,3931;0,7862;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0307;0,4221;0,3914;0,7828;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0102;0,4006;0,3904;0,7808;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0106;0,4007;0,3901;0,7802;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0671;0,4556;0,3885;0,7770;0,0000;0,0855
101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0343;0,4213;0,3870;0,7740;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0171;0,3995;0,3824;0,7648;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0403;0,4205;0,3802;0,7604;0,0000;0,0000
101523;FQ;FUNDAMENTOS DE QUÍMICA;1;1C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0101;0,3899;0,3798;0,7596;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;0;0;0,0531;0,4326;0,3795;0,7590;0,0000;0,0155
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0389;0,4155;0,3766;0,7532;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0072;0,3837;0,3765;0,7530;0,0000;0,0000
101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0039;0,3790;0,3751;0,7502;0,0000;0,0000
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0068;0,3808;0,3740;0,7480;0,0000;0,0000
101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;101550;QAM;QUÍMICA ANALÍTICA MEDIOAMBIENTAL;3;1C;0;0;0,0240;0,3939;0,3699;0,7398;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0099;0,3784;0,3685;0,7370;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;0;0;0,0183;0,3791;0,3608;0,7216;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0089;0,3690;0,3601;0,7202;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0020;0,3599;0,3579;0,7158;0,0000;0,0000
101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0172;0,3742;0,3570;0,7140;0,0000;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0303;0,3852;0,3549;0,7098;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0020;0,3563;0,3543;0,7086;0,0000;0,0000
101522;MICRO;MICROBIOLOGÍA;2;2C;101539;BBPGM;BASES BOTÁNICAS PARA LA GESTIÓN DEL MEDIOAMBIENTE;1;2C;0;0;0,0634;0,4167;0,3533;0,7066;0,0000;0,0670
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0180;0,3703;0,3523;0,7046;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0213;0,3732;0,3519;0,7038;0,0000;0,0000
101533;TAR;TRATAMIENTO DE AGUAS RESIDUALES;3;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0056;0,3563;0,3507;0,7014;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0165;0,3651;0,3486;0,6972;0,0000;0,0000
101546;EA;EDUCACIÓN AMBIENTAL;4;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0369;0,3855;0,3486;0,6972;0,0000;0,0000
101551;CNRAP;CONSERVACIÓN DE LA NATURALEZA:RESTAURACIÓN Y REHABILITACIÓN AMBIENTAL. PAISAJISMO;3;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0145;0,3620;0,3475;0,6950;0,0000;0,0000
101529;EA;ECONOMÍA AMBIENTAL;2;2C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0085;0,3549;0,3464;0,6928;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0032;0,3482;0,3450;0,6900;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0130;0,3537;0,3407;0,6814;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101547;CE;CALIDAD Y EMPRESA;4;1C;0;0;0,0130;0,3532;0,3402;0,6804;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0877;0,4278;0,3401;0,6802;0,0000;0,1885
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0204;0,3603;0,3399;0,6798;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0292;0,3680;0,3388;0,6776;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0241;0,3621;0,3380;0,6760;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0098;0,3471;0,3373;0,6746;0,0000;0,0000
101534;CA;CONTAMINACIÓN ATMOSFÉRICA;3;2C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0501;0,3844;0,3343;0,6686;0,0005;0,0000
101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0390;0,3723;0,3333;0,6666;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;0;0;0,0140;0,3472;0,3332;0,6664;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0069;0,3401;0,3332;0,6664;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101557;GCP;GESTIÓN DE CAZA Y PESCA;4;2C;0;0;0,0397;0,3703;0,3306;0,6612;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101545;EST;ESTADÍSTICA;1;2C;0;0;0,0128;0,3430;0,3302;0,6604;0,0000;0,0000
101556;BA;BIOTECNOLOGÍA AMBIENTAL;4;2C;101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;0;0;0,0473;0,3755;0,3282;0,6564;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0026;0,3291;0,3265;0,6530;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0165;0,3424;0,3259;0,6518;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101555;EV;ECOFISIOLOGÍA VEGETAL;4;2C;0;0;0,0153;0,3403;0,3250;0,6500;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0000;0,3241;0,3241;0,6482;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0285;0,3510;0,3225;0,6450;0,0000;0,0000
101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0056;0,3266;0,3210;0,6420;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0026;0,3223;0,3197;0,6394;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0108;0,3292;0,3184;0,6368;0,0000;0,0000
101527;MC;METEOROLOGÍA Y CLIMATOLOGÍA;2;1C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0150;0,3312;0,3162;0,6324;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0358;0,3519;0,3161;0,6322;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0053;0,3207;0,3154;0,6308;0,0000;0,0000
101528;FM;FUNDAMENTOS DE MATEMÁTICAS;1;1C;101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;0;0;0,0085;0,3231;0,3146;0,6292;0,0000;0,0000
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0131;0,3276;0,3145;0,6290;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,4622;0,7762;0,3140;0,6280;0,0000;1,0000
101521;E;ECOLOGÍA;2;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0210;0,3347;0,3137;0,6274;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0459;0,3585;0,3126;0,6252;0,0000;0,0000
101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;101546;EA;EDUCACIÓN AMBIENTAL;4;1C;0;0;0,0406;0,3509;0,3103;0,6206;0,0000;0,0000
101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;101548;TASP;TOXICOLOGÍA AMBIENTAL Y SALUD PÚBLICA;3;1C;0;0;0,0249;0,3344;0,3095;0,6190;0,0000;0,0000
101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0066;0,3157;0,3091;0,6182;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;101541;EIAIPC;EVALUACIÓN DE IMPACTO AMBIENTAL: INSTRUMENTOS DE PREVENCIÓN Y CONTROL;4;1C;0;0;0,0016;0,3101;0,3085;0,6170;0,0000;0,0000
101545;EST;ESTADÍSTICA;1;2C;101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;0;0;0,0321;0,3401;0,3080;0,6160;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101561;GRUI;GESTIÓN DE RESIDUOS URBANOS E INDUSTRIALES;4;2C;0;0;0,0042;0,3107;0,3065;0,6130;0,0000;0,0000
101531;ALA;ADMINISTRACIÓN Y LEGISLACIÓN AMBIENTAL;2;1C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0068;0,3128;0,3060;0,6120;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101565;TPEU;TECNICAS PARA LA EVALUACIÓN URBANA;4;2C;0;0;0,1471;0,4518;0,3047;0,6094;0,0000;0,4855
101558;CCMC;CONTROL DE LA CONTAMINACIÓN MEDIANTE CATÁLISIS;4;2C;101559;CPMP;CONTAMINACIÓN POR METALES PESADOS;4;2C;0;0;0,0270;0,3312;0,3042;0,6084;0,0000;0,0000
101530;AHMA;ACTIVIDADES HUMANAS Y MEDIO AMBIENTE;1;2C;101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;0;0;0,0219;0,3253;0,3034;0,6068;0,0000;0,0000
101538;FZPEMA;FUNDAMENTOS ZOOLÓGICOS PARA EL ESTUDIO DEL MEDIO AMBIENTE;1;2C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0060;0,3073;0,3013;0,6026;0,0000;0,0000
101526;FF;FUNDAMENTOS DE FÍSICA;1;1C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0026;0,3001;0,2975;0,5950;0,0000;0,0000
101532;BIA;BASES DE INGENIERIA AMBIENTAL;2;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0352;0,3317;0,2965;0,5930;0,0000;0,0000
101524;QA;QUÍMICA AMBIENTAL;2;1C;101537;GMF;GESTIÓN DEL MEDIO FÍSICO;3;1C;0;0;0,0078;0,3034;0,2956;0,5912;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;0;0;0,0057;0,3013;0,2956;0,5912;0,0000;0,0000
101554;TTPSS;TEORÍAS Y TÉCNICAS PARA LA SOSTENIBILIDAD SOCIOAMBIENTAL;4;2C;660007;EDAF;EDAFOLOGÍA;2;2C;0;0;0,0027;0,2983;0,2956;0,5912;0,0000;0,0000
101536;OTRN;ORDENACIÓN DEL TERRITORIO Y RIESGOS NATURALES;3;1C;101552;ADA;ANÁLISIS DE DATOS AMBIENTALES;4;1C;0;0;0,0069;0,2995;0,2926;0,5852;0,0000;0,0000
101521;E;ECOLOGÍA;2;1C;101542;SGAA;SISTEMAS DE GESTIÓN Y AUDITORÍAS AMBIENTALES;3;2C;0;0;0,0428;0,3346;0,2918;0,5836;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;660006;GEO;GEOLOGÍA;1;1C;0;0;0,0183;0,3082;0,2899;0,5798;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;101549;GE;GESTIÓN DE ECOSISTEMAS;2;2C;0;0;0,0036;0,2934;0,2898;0,5796;0,0000;0,0000
101520;FB;FUNDAMENTOS DE BIOLOGÍA;1;1C;101543;SIG;SISTEMAS DE INFORMACIÓN GEOGRÁFICA;2;1C;0;0;0,0201;0,3076;0,2875;0,5750;0,0000;0,0000
101553;IGA;INTERACCIÓN DE GENES Y AMBIENTE;4;1C;101560;PTU;PLANEAMIENTO TERRITORIAL Y URBANO;4;1C;0;0;0,0091;0,2965;0,2874;0,5748;0,0000;0,0000
101540;GEE;GESTIÓN ENERGÉTICA Y ECOEFICIENCIA;3;2C;660059;OGP;ORGANIZACIÓN Y GESTIÓN DE PROYECTOS;4;1C;0;0;0,0075;0,2947;0,2872;0,5744;0,0000;0,0000
